Id,Source,Status (leads),Acquisition Campaign,City,Use Case,Status (offers),Price,Pain,Has_discount_code,Is_in_leads,created_days_leads,created_days_offers
qszbldjf,Inbound,Qualified,Branding book,N/A,Corporate Events,Closed Won,1344.0,financial control,True,True,551.0,613
qt42x013,N/A,N/A,N/A,N/A,Educational Seminars,Checkbox,240.0,financial control,True,False,-1000.0,187
qt5nxn6q,N/A,N/A,N/A,N/A,Corporate Events,Checkbox,240.0,quality of delivery,True,False,-1000.0,226
qt9rrens,Inbound,Qualified,Branding book,N/A,Corporate Events,Closed Won,768.0,quality of delivery,True,True,678.0,680
qtjhjq54,N/A,N/A,N/A,N/A,Sports Events,Closed Won,51744.0,operations,True,False,-1000.0,161
qtlef5ah,Inbound,Qualified,Branding book,N/A,Corporate Events,Closed Won,960.0,financial control,True,True,816.0,846
qtucykdb,Inbound,Qualified,N/A,Jacksonville,Educational Seminars,Closed Lost,960.0,financial control,True,True,450.0,541
qtwz0n2e,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,450.0,operations,False,True,308.0,308
qub7na3i,Inbound,Qualified,N/A,Fort Worth,Sports Events,Closed Won,768.0,operations,True,True,409.0,412
qutw4wau,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Won,150.0,N/A,True,True,348.0,350
quwss4j9,Inbound,Qualified,N/A,N/A,Corporate Events,Demo 1,360.0,operations,False,True,398.0,713
qva8jljz,Outbound,Qualified,N/A,Washington,Sports Events,Closed Won,360.0,financial control,True,True,363.0,495
qvc3nrsn,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,financial control,True,False,-1000.0,484
qvca0ejw,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,True,475.0,475
qvcfb3cg,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,360.0,financial control,True,True,641.0,702
qvxykd57,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,365.0,365
qw58bt3h,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Lost,360.0,financial control,True,True,486.0,547
qwa6fjhc,Inbound,Qualified,VirtualMeetups,Washington,Corporate Events,Closed Lost,0.0,quality of delivery,False,True,539.0,540
qwnnwonm,Inbound,Qualified,Digital kit,N/A,Educational Seminars,Closed Won,360.0,financial control,True,True,679.0,680
qwoltpoc,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,324.0,operations,False,True,161.0,166
qwvvxb83,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,960.0,operations,True,False,-1000.0,31
qx09394j,Inbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Lost,240.0,financial control,True,True,653.0,656
qx6ceedh,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,576.0,quality of delivery,True,True,1.0,32
qx8k2x7b,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,768.0,operations,True,True,499.0,499
qx9xm1zz,N/A,N/A,N/A,N/A,Sports Events,Closed Lost,576.0,operations,False,False,-1000.0,1
qxsow83f,N/A,N/A,N/A,N/A,Sports Events,Closed Lost,200.0,financial control,False,False,-1000.0,194
qxyeg5sx,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Won,360.0,operations,True,True,499.0,502
qycf6x9a,Inbound,Qualified,VirtualMeetups,Denver,Corporate Events,Closed Won,324.0,operations,True,True,647.0,649
qygr2fuq,Outbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,240.0,N/A,True,True,477.0,477
qyjlwh2y,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,200.0,operations,False,True,383.0,385
qynf95al,Outbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Lost,324.0,N/A,True,True,648.0,651
qyzqn79b,Outbound,Qualified,TradeShow 7,San Francisco,Educational Seminars,Checkbox,0.0,financial control,True,True,569.0,569
qz4gpy66,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,240.0,quality of delivery,True,True,168.0,168
qze2p6w8,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,324.0,time saving,True,True,199.0,202
qzjt89vn,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,275.0,306
qzsqvk8f,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,633
qztgfo8w,Inbound,Qualified,N/A,Denver,Corporate Events,Closed Won,1008.0,quality of delivery,True,True,5.0,95
qzyxk3m5,Outbound,Qualified,N/A,N/A,Sports Events,Closed Lost,200.0,financial control,False,True,568.0,569
r08oun55,Outbound,Qualified,TradeShow 8,N/A,Corporate Events,Closed Won,240.0,financial control,True,True,816.0,846
r0qrgd5g,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,768.0,operations,False,True,635.0,666
r0xnm7qj,Inbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Won,1344.0,N/A,True,True,643.0,677
r11t7ov3,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,150.0,N/A,True,False,-1000.0,365
r1y94bya,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,quality of delivery,True,True,664.0,372
r2wwdxhu,Outbound,Qualified,EducationExpo,Dallas,Educational Seminars,Closed Lost,200.0,operations,False,True,461.0,552
r2ze6nqm,Inbound,Qualified,N/A,Chicago,Educational Seminars,Closed Won,768.0,financial control,True,True,195.0,203
r34mab85,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,120.0,N/A,True,True,401.0,401
r369w221,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,768.0,operations,True,True,166.0,166
r3a5pxu9,Outbound,Qualified,N/A,N/A,Corporate Events,Negotiation,240.0,operations,True,True,662.0,663
r3fpju6a,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,768.0,operations,False,True,122.0,122
r3h1l1rm,Inbound,Qualified,EducationExpo 2,Chicago,Educational Seminars,Closed Lost,960.0,financial control,True,True,602.0,645
r3rk1v7u,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,quality of delivery,True,False,-1000.0,90
r3zbeb44,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,150.0,operations,True,True,335.0,188
r4knlaxa,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,240.0,operations,True,True,577.0,538
r4mdcshr,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,300.0,operations,True,True,425.0,517
r5c7vaqx,Inbound,Qualified,N/A,San Francisco,Corporate Events,Demo 1,360.0,N/A,True,True,376.0,999
r5fjw313,Outbound,Qualified,ArtFair,N/A,Sports Events,Closed Won,240.0,operations,True,True,670.0,553
r5l1zfd0,Inbound,Qualified,N/A,Philadelphia,Educational Seminars,Closed Won,768.0,operations,True,True,392.0,451
r60dt11g,Inbound,Qualified,EducationExpo 2,N/A,Corporate Events,Closed Lost,324.0,financial control,True,True,645.0,657
r616sdvb,Outbound,Qualified,TradeShow 7,Chicago,Corporate Events,Closed Won,768.0,financial control,True,True,657.0,658
r67wgmfb,Inbound,Qualified,N/A,San Francisco,Sports Events,Closed Won,324.0,financial control,True,True,258.0,280
r6uk7553,Inbound,Qualified,N/A,Seattle,Corporate Events,Closed Won,768.0,operations,True,True,508.0,509
r70srjpc,N/A,N/A,N/A,N/A,Corporate Events,Checkbox,32396.0,operations,True,False,-1000.0,681
r7gq2593,Outbound,Qualified,N/A,N/A,Sports Events,Closed Won,240.0,operations,True,True,449.0,449
r7ygwsw7,Inbound,Qualified,N/A,San Diego,Sports Events,Closed Won,960.0,operations,True,True,384.0,386
r8h1nmkk,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Won,768.0,N/A,True,True,321.0,321
r8teasrc,Outbound,Qualified,TradeShow 7,Columbus,Corporate Events,Demo 1,360.0,N/A,False,True,677.0,687
r8yerpwk,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,260
r91kg2p0,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,32396.0,operations,True,True,195.0,195
r92it1rg,Inbound,Qualified,N/A,San Diego,Corporate Events,Checkbox,360.0,operations,True,True,32.0,92
r977jbxr,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,600.0,time saving,False,True,120.0,212
r9xc9thv,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,960.0,operations,True,False,-1000.0,59
r9xfkjv7,Inbound,Qualified,N/A,Chicago,Educational Seminars,Closed Won,300.0,operations,True,True,233.0,292
ra1d3ins,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,150.0,N/A,True,False,-1000.0,516
raed2ftu,Outbound,Qualified,EducationExpo 2,Chicago,Corporate Events,Closed Lost,768.0,operations,True,True,662.0,643
ram7ze93,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,240.0,operations,False,True,468.0,470
ras85uzd,Outbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,240.0,operations,True,True,467.0,478
rbhnwj66,Inbound,Qualified,N/A,N/A,Sports Events,Closed Won,768.0,operations,True,True,284.0,286
rbjqudrd,Inbound,Qualified,EducationExpo 2,Chicago,Sports Events,Demo 1,360.0,operations,False,True,369.0,650
rblafndj,Inbound,Qualified,VirtualMeetups,San Francisco,Corporate Events,Closed Lost,240.0,operations,True,True,588.0,589
rc6j8sw0,Outbound,Qualified,N/A,San Diego,Corporate Events,Closed Won,1680.0,N/A,True,True,468.0,468
rcg6c2yt,Outbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Lost,0.0,operations,False,True,601.0,519
rdiwi2z6,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,N/A,True,False,-1000.0,273
rdq3yd3z,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,300.0,operations,True,False,-1000.0,677
rdui6qf3,N/A,N/A,N/A,N/A,Sports Events,Closed Lost,360.0,operations,True,False,-1000.0,33
rdyvy33x,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,324.0,operations,True,False,-1000.0,588
re4cki7e,Outbound,Qualified,Branding book,N/A,Corporate Events,Closed Lost,576.0,financial control,True,True,488.0,488
rectf7yd,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,240.0,operations,False,True,697.0,697
repc2bku,Inbound,Qualified,N/A,Columbus,Corporate Events,Demo 1,360.0,operations,False,True,63.0,371
reypb5e5,Inbound,Qualified,Branding book,Los Angeles,Corporate Events,Closed Won,768.0,financial control,True,True,678.0,678
rfft4937,Inbound,Qualified,N/A,San Antonio,Corporate Events,Closed Lost,200.0,operations,False,True,328.0,328
rftj843b,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,240.0,quality of delivery,True,True,286.0,292
rfuop1kq,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,768.0,operations,True,True,360.0,419
rg092esy,Inbound,Qualified,TradeShow 5,Chicago,Corporate Events,Demo 1,768.0,quality of delivery,True,True,371.0,402
rgnu6n4b,Inbound,Qualified,N/A,New York,Corporate Events,Closed Lost,200.0,financial control,False,True,351.0,352
rgo53xvm,Outbound,Qualified,ArtFair,N/A,Educational Seminars,Closed Lost,240.0,operations,True,True,456.0,456
rgonseck,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,392
rgp2wgbp,Inbound,Qualified,Digital kit 2,N/A,Educational Seminars,Closed Lost,0.0,financial control,False,True,400.0,489
rh1363e2,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,1344.0,operations,True,True,412.0,412
rh98zw2u,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,14876.0,financial control,True,False,-1000.0,638
rhmvwn5k,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,240.0,operations,True,True,287.0,288
rhqk1esb,Inbound,Qualified,N/A,Philadelphia,Educational Seminars,Closed Lost,1344.0,financial control,True,True,321.0,65
ri0x1wzk,Inbound,Qualified,EducationExpo,N/A,Corporate Events,Closed Won,768.0,operations,True,True,710.0,712
rj3smdzq,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,300.0,operations,False,True,380.0,380
rjelqdxo,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,960.0,operations,True,True,294.0,295
rjrt05ou,N/A,N/A,N/A,N/A,Sports Events,Closed Won,240.0,operations,True,False,-1000.0,423
rjxhldbl,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,324.0,quality of delivery,False,True,244.0,335
rjyyae2w,N/A,N/A,N/A,N/A,Sports Events,Closed Won,360.0,operations,True,False,-1000.0,495
rk13czgs,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,1344.0,operations,True,True,398.0,457
rk3piar8,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,768.0,operations,False,True,379.0,379
rk52f3ra,Inbound,Qualified,N/A,Seattle,Corporate Events,Closed Won,324.0,financial control,True,True,360.0,450
rk8kyngl,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,quality of delivery,True,False,-1000.0,816
rkpi3pqz,N/A,N/A,N/A,N/A,Educational Seminars,Closed Lost,360.0,operations,True,False,-1000.0,323
rl21w94k,Outbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Won,324.0,N/A,True,True,611.0,617
rlll96s9,Inbound,Qualified,N/A,Washington,Sports Events,Closed Lost,768.0,operations,False,True,358.0,372
rltuf6ed,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,True,707.0,756
rm4jqtr4,Inbound,Qualified,N/A,Denver,Corporate Events,Closed Won,240.0,financial control,True,True,721.0,721
rmcczz1e,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,120.0,operations,True,False,-1000.0,567
rmfizzmp,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,200.0,operations,False,True,383.0,573
rmhw0c04,Outbound,Qualified,N/A,San Francisco,Sports Events,Closed Lost,150.0,operations,True,True,489.0,520
rmhxsmtz,Outbound,Qualified,EducationExpo,San Diego,Educational Seminars,Negotiation,576.0,financial control,True,True,938.0,999
rmmmbtxd,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,300.0,operations,True,True,539.0,566
rmotjwjt,N/A,N/A,N/A,N/A,Educational Seminars,Closed Lost,200.0,financial control,True,False,-1000.0,0
rn02ak12,N/A,Qualified,VirtualMeetups,Washington,Corporate Events,Closed Won,768.0,N/A,True,True,314.0,317
rnku3g3w,Inbound,Qualified,N/A,Chicago,Educational Seminars,Closed Won,1008.0,quality of delivery,True,True,188.0,352
rnsgsgty,Inbound,Qualified,VirtualMeetups,San Diego,Corporate Events,Closed Won,768.0,operations,True,True,554.0,610
rodeqg6u,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,N/A,True,True,468.0,469
rou2tku4,Inbound,Qualified,TradeShow 5,Phoenix,Corporate Events,Closed Won,576.0,operations,True,True,653.0,653
roy2cy2y,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,financial control,False,True,278.0,309
rp3m9exz,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,financial control,True,True,658.0,660
rp4r97sd,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,financial control,True,False,-1000.0,650
rp7naq09,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,486
rp9b41e4,Inbound,Qualified,N/A,San Antonio,Corporate Events,Closed Won,1344.0,operations,True,True,373.0,376
rpaql0jr,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,768.0,operations,False,True,264.0,265
rpbir3em,Inbound,Qualified,TradeShow 5,San Francisco,Corporate Events,Closed Won,360.0,financial control,True,True,691.0,371
rpr3j5gj,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,480.0,502
rpw0ul3k,Inbound,Qualified,EducationExpo 2,San Francisco,Corporate Events,Closed Lost,200.0,financial control,False,True,582.0,582
rq943fkb,Inbound,Qualified,N/A,Los Angeles,Sports Events,Closed Won,360.0,financial control,True,True,318.0,322
rqpz21vy,Outbound,Qualified,N/A,Denver,Educational Seminars,Closed Won,960.0,N/A,True,True,469.0,470
rqs8c2s9,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,financial control,True,False,-1000.0,684
rrdlxtip,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,1344.0,operations,True,False,-1000.0,316
rrh03lft,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,600.0,operations,True,False,-1000.0,595
rsbcqi59,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,True,324.0,37
rsyeeynl,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,360.0,operations,False,True,665.0,452
rt54uxkr,Inbound,Qualified,Digital kit 4,New York,Corporate Events,Closed Won,324.0,operations,True,True,589.0,631
rt9zba5v,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,540
rtm91cii,Inbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Won,240.0,financial control,True,True,677.0,678
rtrn0gue,Inbound,Qualified,N/A,Washington,Educational Seminars,Closed Won,150.0,operations,True,True,354.0,355
ru00yqyq,Inbound,Qualified,N/A,Fort Worth,Corporate Events,Closed Won,576.0,operations,True,True,327.0,328
ru59wqcp,Outbound,Qualified,N/A,San Diego,Corporate Events,Closed Won,576.0,operations,True,True,182.0,231
ru5n8erw,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,2.0,operations,False,True,543.0,574
ruh4lloa,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,386
rurkr78f,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,operations,False,True,386.0,390
ruyd8187,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,240.0,quality of delivery,True,True,295.0,296
rv1t1vvg,Inbound,Qualified,TradeShow 5,Chicago,Educational Seminars,Closed Lost,0.0,operations,False,True,593.0,595
rv6e5ldw,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,200.0,operations,True,True,722.0,722
rv9vco7l,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,768.0,financial control,True,False,-1000.0,816
rvfus4tz,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,768.0,operations,True,True,376.0,380
rvo9kuow,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,1344.0,N/A,True,True,698.0,498
rvv44a6a,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,200.0,financial control,False,True,254.0,258
rwcfu8cm,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,360.0,operations,False,True,243.0,243
rwi79km9,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,279
rx1cudxg,Inbound,Qualified,N/A,Houston,Sports Events,Closed Lost,300.0,operations,False,True,464.0,468
rx7rpw84,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,576.0,operations,True,False,-1000.0,122
rx8nz4u3,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,450.0,operations,True,False,-1000.0,191
rxzn7ffo,Outbound,Qualified,FB Campaign,N/A,Educational Seminars,Closed Lost,360.0,operations,False,True,398.0,618
ryaix8j9,Outbound,Qualified,TradeShow 7,Los Angeles,Educational Seminars,Closed Lost,200.0,financial control,False,True,517.0,559
ryanfun6,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,150.0,operations,True,True,164.0,170
ryazwznk,Inbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Won,120.0,financial control,True,True,597.0,600
rybz16ye,Inbound,Qualified,ArtFair,Phoenix,Sports Events,Closed Won,1344.0,operations,True,True,610.0,590
ryiwxf5v,Outbound,Qualified,ArtFair,Philadelphia,Sports Events,Closed Lost,360.0,financial control,True,True,426.0,457
ryslp8cf,Inbound,Qualified,N/A,N/A,Sports Events,Closed Won,360.0,financial control,True,True,510.0,365
rzqzondy,Inbound,Qualified,N/A,Columbus,Educational Seminars,Closed Won,240.0,quality of delivery,True,True,603.0,633
rzsn96ic,N/A,N/A,N/A,N/A,Sports Events,Closed Won,360.0,operations,True,False,-1000.0,667
s00oxn16,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,True,411.0,605
s0artuom,Outbound,Qualified,Branding book,N/A,Corporate Events,Closed Lost,0.0,financial control,False,True,692.0,693
s0sr5gq3,Inbound,Qualified,N/A,San Antonio,Corporate Events,Closed Won,1344.0,operations,True,True,573.0,634
s0vo6nxa,Inbound,Qualified,N/A,Austin,Corporate Events,Closed Won,240.0,operations,True,True,280.0,282
s1dcbvul,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,768.0,operations,True,True,223.0,224
s1r02oik,Outbound,Qualified,N/A,San Jose,Corporate Events,Closed Won,240.0,quality of delivery,True,True,173.0,173
s21op7ip,Outbound,Qualified,Corporate Connect,San Antonio,Sports Events,Closed Won,240.0,operations,True,True,614.0,722
s23679rv,Outbound,Qualified,VirtualMeetups,Dallas,Corporate Events,Closed Won,768.0,quality of delivery,True,True,567.0,567
s28k335e,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,150.0,operations,True,True,160.0,163
s28ts054,N/A,N/A,N/A,N/A,Sports Events,Closed Won,120.0,operations,True,False,-1000.0,631
s2coti0c,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,360.0,operations,False,True,533.0,537
s2g9yj20,Inbound,Qualified,TradeShow 5,Chicago,Corporate Events,Closed Won,1344.0,operations,True,True,609.0,670
s2q2iy4f,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,time saving,True,True,725.0,969
s2x1o78f,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,quality of delivery,True,False,-1000.0,94
s35ujiw4,Inbound,Qualified,N/A,Washington,Corporate Events,Closed Lost,360.0,quality of delivery,True,True,278.0,316
s389pxy3,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,financial control,True,True,316.0,323
s3h8n9dn,Outbound,Qualified,TradeShow 8,Chicago,Corporate Events,Closed Lost,200.0,operations,False,True,651.0,652
s3r5oep7,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,360.0,financial control,True,True,568.0,569
s3xayxnl,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,960.0,operations,True,False,-1000.0,476
s485n1oa,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,120.0,operations,True,False,-1000.0,630
s4l7fe1m,Outbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Lost,200.0,operations,True,True,539.0,456
s4odpis2,Outbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,324.0,N/A,True,True,532.0,533
s4x4nhrn,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,240.0,operations,True,True,124.0,288
s4zczbuv,Inbound,Qualified,TechEvent,San Antonio,Corporate Events,Closed Won,240.0,financial control,True,True,219.0,712
s55dtj0q,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,450.0,financial control,True,False,-1000.0,188
s565x6l5,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,150.0,quality of delivery,True,True,551.0,582
s5rju1u7,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,240.0,operations,True,True,266.0,267
s5trrwa6,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,1500.0,financial control,True,False,-1000.0,317
s5yiqr5s,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,240.0,quality of delivery,True,True,155.0,155
s6cprkl7,Outbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,576.0,operations,False,True,225.0,229
s6j0ddor,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,120.0,operations,True,False,-1000.0,580
s6l6y1nk,Inbound,Qualified,EducationExpo 2,Washington,Corporate Events,Closed Won,768.0,operations,True,True,671.0,671
s6mtb6dt,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,576.0,operations,True,True,398.0,457
s6nefwq2,Inbound,Qualified,N/A,Washington,Sports Events,Closed Lost,200.0,financial control,False,True,181.0,161
s6uad1v9,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,300.0,N/A,True,False,-1000.0,685
s71w2qby,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Won,14876.0,operations,True,True,59.0,181
s71wqu54,Outbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Won,120.0,quality of delivery,True,True,648.0,653
s7dbj715,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Lost,300.0,operations,True,True,543.0,574
s7wl8bif,Inbound,Qualified,N/A,New York,Corporate Events,Closed Won,1008.0,operations,True,True,263.0,265
s86aiep9,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,441.0,448
s89gzcur,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Lost,240.0,operations,True,True,671.0,701
s8e6dbms,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,300.0,operations,False,True,203.0,205
s8lfd3uy,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,225
s8ynn6v9,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Won,1344.0,operations,True,True,450.0,450
s9ntswzx,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,240.0,operations,True,True,658.0,658
s9zt94pb,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,150.0,quality of delivery,True,False,-1000.0,379
sa0zi8g1,Inbound,Qualified,TradeShow 7,Chicago,Educational Seminars,Closed Won,120.0,financial control,True,True,612.0,652
sa8hxvzz,Inbound,Qualified,ArtFair,San Francisco,Educational Seminars,Closed Lost,768.0,operations,True,True,679.0,689
sai1d76y,Inbound,Qualified,N/A,Washington,Corporate Events,Checkbox,768.0,N/A,True,True,603.0,383
salqcamn,Outbound,Qualified,VirtualMeetups,Los Angeles,Corporate Events,Demo 1,360.0,N/A,False,True,716.0,719
sbepenjf,Inbound,Qualified,Branding book,Chicago,N/A,Demo 1,360.0,financial control,False,True,619.0,632
sbk0jzfb,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,120.0,N/A,True,True,483.0,575
sbuqazir,Outbound,Qualified,N/A,San Jose,Educational Seminars,Closed Lost,120.0,operations,False,True,422.0,575
sc6xa05g,Inbound,Qualified,N/A,N/A,Educational Seminars,Demo 1,360.0,financial control,False,True,361.0,716
scaz252w,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,531.0,531
scm0zc9f,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,0.0,financial control,True,False,-1000.0,601
scmfmc0n,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,768.0,quality of delivery,True,False,-1000.0,456
sdf8zbj1,Inbound,Qualified,N/A,Indianapolis,Educational Seminars,Closed Lost,0.0,operations,False,True,367.0,426
se1afjdi,Outbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Lost,360.0,operations,True,True,677.0,678
se2kh6g9,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,396
se2ko0jz,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,1344.0,operations,True,True,171.0,174
seyovvlc,Outbound,Qualified,FestivalFever,San Francisco,Educational Seminars,Closed Won,960.0,quality of delivery,True,True,647.0,401
sf6rqdud,Inbound,Qualified,N/A,Chicago,Educational Seminars,Closed Won,240.0,operations,True,True,342.0,385
sfjiih39,Outbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,360.0,N/A,False,True,504.0,396
